question,choices,answer,subject,output
Jaarraa 20ffaa keessatti du’a baay’ee kan raawwate kanneen armaan gadii keessaa isa kami?,"['Kirkira lafaa', 'Sochii volkaanoo', 'Ibidda bosonaa', 'Lolaa']",D,global_facts,B) Sochii volkaanoo
"Ameerikaatti daa’imman umuriin isaanii waggaa 13-15 ta’e kanneen mana barumsaatti waldhabdee qaamaa keessa jiraachuu isaanii, ji’oota 12 darban keessatti yeroo tokkoo fi isaa ol akka bara 2015tti gabaasan dhibbeentaan meeqa?","['15%', '35%', '55%', '75%']",B,global_facts,B) 35%
"Qaala’iinsa jireenyaa fi sirreeffama PPP to’achuu, Kooriyaa Kibbaa keessatti bara 1950 hanga 2016tti GDP nama dhuunfaa hangam dabale?","['dachaa 4n', 'dachaa 8n', 'dachaa 16n', 'dachaa 32n']",D,global_facts,D) dachaa 32n
Bara 2019 irraa eegalee namoonni Turkii irraa dhufan gara dhibbeentaa meeqatu mootummaan kun faayidaa ummata hundaaf akka geggeeffamu walii galu?,"['36%', '51%', '66%', '81%']",C,global_facts,B) 51%
Bara 2015 irraa eegalee ummata addunyaa waggaa 15 ol ta’e keessaa dhibbeentaan meeqatu dubbisuu fi barreessuu kan danda’u ture?,"['81%', '86%', '91%', '96%']",B,global_facts,B) 86%
Namoonni qorannoo kanarratti hirmaatan Chaayinaa irraa gara dhibbeentaa meeqa tajaajila mootummaa (kan akka barnootaa; abbaa seerummaa; yaalaa fi fayyaa; poolisii; tajaajila galmee fi hayyamaa; tajaajila fayyaa; galii gibiraa fi gumurukaa; fi tajaajila lafaa) argachuuf waggaa darbe keessa malaammaltummaa akka kaffalan gabaasan?,"['26%', '46%', '66%', '86%']",A,global_facts,D) 86%
Bara 2019 irraa eegalee kanneen armaan gadii keessaa kamtu umrii gadi aanaa qaba?,"['Biraazil', 'Chaayinaa', 'Meeksikoo', 'Iraan']",C,global_facts,A) Biraazil
Bara 2019 irraa eegalee bishaan nageenya hin qabne waggaatti gara du'a meeqaaf itti gaafatamummaa qaba?,"['miiliyoona 1.2', 'miiliyoona 2.4 ', 'miiliyoona 3.6', 'miiliyoona 4.8']",A,global_facts,Kanumaan gaafii dabalataa hin qabu. Bara 2019 keessatti bishaan nageenya hin qabne waggaatti gara du'a meeqaaf itti gaafatamummaa qabuuf yaaliin murteeffamaa jira.
Kanneen armaan gadii keessaa kamtu akka addunyaatti waggaatti (bara 2017 irraa eegalee) du’a baay’ee fida?,"['Dhukkuboota garaachaa', 'Dhibee sukkaaraa', 'Dhibee yaada namaa hadoochu', 'Miidhaa daandii']",C,global_facts,A) Dhukkuboota garaachaa
Bara 2020tti namoota HIV/AIDSiin qabaman gara meeqaa ti?,"['miiliyoona 3', 'miiliyoona 14', 'miiliyoona 42', 'miiliyoona 124']",C,global_facts,B) miiliyoona 14
Ameerikaatti daa’imman umuriin isaanii waggaa 13-15 ta’e kan bara 2015 irraa eegalee ji’oota lamaan darban keessatti yoo xiqqaate al tokko akka doorsifaman gabaasan dhibbeentaan meeqa?,"['26%', '46%', '66%', '86%']",A,global_facts,B) 46%
Bara 2019 irraa eegalee lammiileen Kooriyaa Kibbaa gara dhibbeentaa meeqatu safuu qabaachuu fi gatii gaarii qabaachuu Waaqayyootti amanuun barbaachisaadha jedhu?,"['25%', '45%', '65%', '85%']",B,global_facts,D) 85%
Jaappaan keessatti daa’imman umuriin isaanii waggaa 13-15 ta’ee fi bara 2015 irraa eegalee ji’oota lamaan darban keessatti yoo xiqqaate al tokko akka doorsifamuu isaanii himan dhibbeentaan meeqa?,"['6%', '16%', '36%', '66%']",C,global_facts,B) 16%
"Bara 2018 irraa eegalee, ga’eessota Ameerikaa keessaa gara dhibbeentaa meeqaatu sagantaaleen kompiitaraa yeroo hunda loogii namaa calaqqisiisu jedhu?","['43%', '58%', '73%', '88%']",B,global_facts,B) 58%
Bara 2017 irraa eegalee qoodni GDP Chaayinaan waraanaaf baastu gara,"['0.50%', '2%', '6%', '12%']",B,global_facts,B) 2%
"Tilmaamni walqixxummaa dhabuun jalqaba guddina waliin dabalaa deema, achiis guddina dabalataa wajjin hir’ata (“yaada U garagalfame” jedhamuun beekama), bara 2020 irraa eegalee, ture","['qorannoowwan irra caalaan isaanii cimsee kan deeggarameedha', 'kan deeggaramuu irra caalaa qorannoo kutaa qaxxaamuraatiin malee qorannoo yerootiin miti', 'kan deeggaramuu irra caalaa qorannoo kutaa qaxxaamuraatiin osoo hin taane tartiiba yerootiin', 'akka waliigalaatti qorannoowwan empirikaalaa ta’aniin kan haaludha']",B,global_facts,"E) kan deeggaramuu irra caalaa qorannoo kutaa qaxxaamuraatiin osoo hin taane tartiiba lamaatiin. 

Tilmaamni walqixxummaa dhabuun jalqaba guddina waliin dabalaa deema yoo ta'u, qorannoowwan empirikaalaa ta'aniin kan haaludha. Bara 2020 irraa eegalee, qorannoowwan irra caalaan isaanii cimsee kan deeggarameedha. Kanaaf, qorannoo kutaa qaxxaamuraatiin malee qorannoo yerootiin miti. 

Qorannoo kutaa qaxxaamuraatiin osoo hin taane tartiiba yerootiin, qorannoo kutaa qaxxaamuraatiin osoo hin taane tartiiba lamaatiin. Akka waliigalaatti, qorannoowwan empirikaalaa ta'aniin kan haaludha. 

Qorannoo kutaa qaxxaamuraatiin osoo hin taane tartiiba yerootiin, qorannoo kutaa qaxxaamuraatiin osoo hin taane tartiiba lamaatiin. Akka waliigalaatti, qorannoowwan empirikaalaa ta'aniin kan haaludha. 

Qorannoo kutaa qaxxaamuraatiin osoo hin taane tartiiba yerootiin, qorannoo kutaa qaxxaamuraatiin osoo hin taane tartiiba lamaatiin. Akka waliigalaatti, qorannoowwan empirikaalaa ta'aniin kan haaludha. 

Qorannoo kutaa qaxxaamuraatiin osoo hin taane tartiiba yerootiin, qorannoo kutaa qaxxaamuraatiin osoo hin taane tartiiba lamaatiin. Akka waliigalaatti, qorannoowwan empirikaalaa ta'aniin kan haaludha. 

Qorannoo kutaa qaxxaamuraatiin osoo hin taane tarti"
"Addunyaa irratti dhiironni waggaa 30 giddu galeessaan waggaa 10 mana barumsaa keessatti dabarsaniiru. Dubartoonni umriin isaanii wal fakkaatu waggaa meeqa mana barumsaatti dabarsan, bara 2020 irraa eegalee?","['Waggaa 12', 'Waggaa 9', 'Waggaa 6', 'Waggaa 3']",B,global_facts,B) Waggaa 9
Bara 2017 irraa kaasee gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara,"['0.90%', '1.80%', '3.60%', '7.20%']",D,global_facts,Kan gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'anii gara keessaa gaheen namoota of ajjeesuudhaan Giriinlaanditti du'an
Bara 2019 irraa eegalee namoonni Raashiyaa irraa dhufan gara dhibbeentaa meeqaatu saalqunnamtiin saala walfakkaataa hawaasa biratti fudhatama argachuu qaba jedhu?,"['14%', '24%', '34%', '44%']",A,global_facts,B) 24%
Bara 2019 irraa eegalee lammiileen Ameerikaa gara dhibbeentaa meeqaatu hariiroon U.S fi Jarmanii gidduu jiru gaarii dha jedhu?,"['60%', '75%', '90%', '45%']",B,global_facts,C) 90%
Bara 2019 irraa eegalee lammiileen Ameerikaa gara dhibbeentaa meeqa ta’an biyya keenya keessatti miidiyaan bilisaa mootummaa/bulchiinsa irraa bilisa ta'e qabaachuun baay’ee barbaachisaadha jedhu?,"['50%', '60%', '70%', '80%']",D,global_facts,Dhaamsa kana irratti dabalataan akka argamuttii hin jiru. Gaaffii kanaaf deebii argachuun barbaachisaa miti.
"Bara 1987 yeroo Iraan Kontra, Ameerikaanota dhibbeentaa meeqatu Reegan odeeffannoo dhoksaa ture jedhanii amanu?","['2%', '25%', '50%', '75%']",D,global_facts,B) 25%
"Afrikaa Sahaaraa gadiitti, bara 2020 irraa jalqabee,","['waggoota darban keessatti sabni guddachuu hin dandeenye.', 'Rippabilikni Dimookiraatawaa Koongoo jalqaba bara 1980 caalaa hiyyeessa taateetti.', 'biyyoonni tokko tokko guddina guddaa qaban.', 'biyyoonni tokko tokko guddina guddaa kan qaban yoo ta’u, Rippabilikni Dimookiraatawaa Koongoo garuu jalqaba bara 1980 caalaa hiyyeessa taateetti.']",C,global_facts,", biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u, biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u. E) biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u, biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u. F) biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u, biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u. G) biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u, biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u. H) biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u, biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u. I) biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u, biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u. J) biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u, biyyoota kana keessatti guddina guddaa kan qaban yoo ta'u."
"Ragaan Baankii Addunyaa akka agarsiisutti bara 1995tti Niijeer keessatti maatiin %20 hiyyeeyyii ta’an galii maatii keessaa %7.5, itti aansee maatiin %20 galii %11.8, giddu galeessi %20  galii %15.5, lammaffaa dureeyyiin %20 galii keessaa %21.1,fi  ol’aanoon %20  ammoo galii %44.1 qabataniiru. Gaheen galii kuufamaa maatii %60 gadii Niijeer keessa jiran maali ture?","['15.50%', '34.80%', '48.10%', '65.20%']",B,global_facts,B) 34.80%
Bara 2012 irraa kaasee daa’imman umuriin isaanii waggaa 5-14 gidduu jiran meeqa akka addunyaatti hojjetaniiru?,"['miiliyoona 5', 'miiliyoona 30', 'miliyoona 150', 'miliyoona 500']",C,global_facts,C) miliyoona 150
"Biyyoonni guddina xiqqaa qaban adda addaa galmee mana barumsaa sadarkaa lammaffaa adda addaa qabu. Biyyoonni galmee mana barumsaa sadarkaa lammaffaa qaban tokko tokko, bara 2020 irraa eegalee,","['Kolombiyaa, Peeruu, Uraagaay fi Koostaa Riikaa.', 'Butaan, Niijer, Kaamboodiyaa fi Koostaa Riikaa.', 'Uraagaay, Koostaa Riikaa, Tiimoor-Leestee fi Paakistaan.', 'Butaan, Kaamboodiyaa, Uraagaay fi Koostaa Riikaa.']",A,global_facts,D) Butaan
Dhibbeentaan daa’imman Veetnaam (umriin 8) torban darbe bara 2009 keessa barsiisotaan adabbii qaamaa akka irratti raawwatame gabaasan hammami?,"['10%', '20%', '40%', '80%']",B,global_facts,B) 20%
Dhibbeentaan daa’imman Hindii (umrii 8) torban darbe bara 2009 keessa barsiisotaan adabbii qaamaa akka irratti raawwatame gabaasan hammami?,"['38%', '58%', '78%', '98%']",C,global_facts,"Dhibbeentaan daa’imman Hindii (umrii 8) torban darbe bara 2009 keessa barsiisotaan adabbii qaamaa akka irratti raawwatame gabaasan hammami jechuun, dhaabni kun maqaa dhibbeentaa torbanoota dhufanii irratti hojjachaa jira. Yeroo ammaa kana keessatti, dhibbeentaa torbanoota dhufanii irratti hojjatanii fi hojjachaa jiranii fi hojjachuun dirqama ta'uu isaa kan hin oolle. Kanaaf, dhibbeentaa torbanoota dhufanii irratti hojjachaa jiruun, dhibbeentaa torbanoota dhufanii irratti hojjachuun dirqama ta'uu isaa kan hin oolle. 

Jedhaammoo, dhibbeentaa torbanoota dhufanii irratti hojjachaa jiranii fi hojjachuun dirqama ta'uu isaa kan hin oolle. Kanaaf, dhibbeentaa torbanoota dhufanii irratti hojjachaa jiruun, dhibbeentaa torbanoota dhufanii irratti hojjachuun dirqama ta'uu isaa kan hin oolle. 

Kanaaf, dhibbeentaa torbanoota dhufanii irratti hojjachaa jiruun, dhibbeentaa torbanoota dhufanii irratti hojjachuun dirqama ta'uu isaa kan hin oolle. 

Kanaaf, dhibbeentaa torbanoota dhufanii irratti hojjachaa jiruun, dhibbeentaa torbanoota dhufanii irratti hojjachuun dirqama ta'uu isaa kan hin oolle. 

Kanaaf, dhibbeentaa torbanoota dhufanii irratti hojjachaa jiruun, dhibbeentaa torbanoota dhufanii irratti hojjachuun dirqama ta'uu isaa kan hin oolle. 

Kanaaf, d"
Mee dubbiiwwan armaan gadii haa ilaallu: (1) Biyya hunda keessatti namoonni namoonni dhuunfaa biyyasaanii keessa jiran kaan gammachuu isaanii caalaa gammachuu akka hin qabne yaadu.(2) Ameerikaatti gammachuun dubartootaa guutummaatti fi dhiirotaan wal bira qabamee yoo ilaalamu dabaleera. Himoota kana keessaa kamtu Dhugaa/Soba?,"['Dhugaa, Dhugaa', 'Dhugaa, Soba', 'Soba , Dhugaa', 'Soba, Soba']",B,global_facts,D) Soba
Bara 2017tti akka addunyaatti namoota shororkeessummaan du'an hammami?,"['260', '2,600', '26,000', '260,000']",C,global_facts,A) 260
Bara 1935tti tilmaamaan lammiileen Ameerikaa meeqatu seera Wabii Hawaasummaa deggeraa turan?,"['90%', '70%', '50%', '30%']",A,global_facts,B) 70%
Biyyoota armaan gadii keessaa bara 2017tti nama tokkoof CO2 baay’ee  kan gadi lakkise kamfa’i?,"['Jaappaan', 'Kanaadaa', 'Raashiyaa', 'Iraan']",B,global_facts,A) Jaappaan
Bara 2019 irraa eegalee lammiileen Hindii gara dhibbeentaa meeqaatu safuu qabaachuu fi gatii gaarii qabaachuuf Waaqayyootti amanuun barbaachisaadha jedhu?,"['59%', '69%', '79%', '89%']",C,global_facts,B) 69%
Chaayinaa keessatti daa’imman umuriin isaanii waggaa 13-15 ta’ee fi bara 2015 irraa eegalee ji’oota 12 darban keessatti yeroo tokkoo fi isaa ol mana barumsaa keessatti waldhabdee qaamaa keessa jiraachuu isaanii gabaasan dhibbeentaan meeqa?,"['9%', '19%', '39%', '59%']",B,global_facts,Dhibbeentaan meeqa kan ta'e hin jiru. Gabaasa kana irratti dhibbeentaan meeqa malee kan ta'e hin jiru.
Dhibbeentaan daa’imman Itoophiyaa (umrii 8) torban darbe keessa bara 2009 keessa barsiisotaan adabni qaamaa akka irratti raawwatame gabaasan hammami?,"['18%', '38%', '58%', '78%']",B,global_facts,B) 38%
"Bara 2018 irraa eegalee namoonni Tuuniziyaa irraa dhufan gara dhibbeentaa meeqaatu biyya isaanii keessatti namoota sanyii, sabaa fi saba adda addaa hedduu qaban baay’achaa dhufuun isaanii bakka jireenyaa fooyya’aa akka ta’u taasisa (faallaa hammaataa ykn garaagarummaa hin qabne ) jedhu?","['24%', '39%', '54%', '69%']",A,global_facts,B) 39%
Bara 2015 irraa eegalee saffisi walhormaata addunyaa gara,"['Dubartii tokkoof ijoollee 1.5', 'Dubartii tokkoof ijoollee 2.5', 'Dubartii tokkoof ijoollee 3.5', 'Dubartii tokkoof ijoollee 4.5']",B,global_facts,A) Dubartii tokkoof ijoollee 1.5
Galiin idil-addunyaa jiddugaleessaan bara 2020tti meeqa?,"['$300', '$1,000', '$10,000', '$30,000']",C,global_facts,Suuraan kun akka hin taane hubachuun barbaada. Galiin idil-addunyaa jiddugaleessaan bara 2020tti meeqa jedhamuun akka hin taane hubachuun barbaada.
Osoo marsaa sadaffaaf pirezidaantii ta’uuf irra deebiin hin filatamiin dura lammiileen Ameerikaa meeqa yeroo sadaffaaf dorgomuu raggaasisan?,"['20%', '40%', '60%', '80%']",C,global_facts,"Dhaamsa keessan kan hin beekamne, jechoota kanneen keessan yoo ta'e, A) 20% B) 40% C) 60% D) 80% akka ta'u, gabaasa ta'e akka hin arganne."
Bara 2019 irraa eegalee lammiileen Xaaliyaanii gara dhibbeentaa meeqa ta’an biyya keenya keessatti miidiyaan bilisaa mootummaa/bulchiinsa irraa bilisa ta'e qabaachuun baay’ee barbaachisaadha jedhu?,"['41%', '56%', '71%', '86%']",B,global_facts,"Dhibbeentaa miidiyaan bilisaa mootummaa/bulchiinsa irraa bilisa ta'e qabaachuun baay’ee barbaachisaadha jedhu kan dubbisu hin jiru. Kanaaf, madda kana irratti dhiheessuu danda'u hin jiru."
Baasii mootummaan addunyaa irratti barnootaaf baasu bara 2017tti GDP addunyaa keessaa dhibbeentaa hammami?,"['1%', '2%', '4%', '8%']",C,global_facts,"Dhaamsa kanaan walitti fiduuf dhibbeentaa GDP addunyaa keessaa barnootaaf baasu bara 2017tti kan hinarganne ta'uu isaa dubbii qaba. Kanaaf, miidhaa dhibbeentaa GDP addunyaa keessaa barnootaaf baasu bara 2017tti kan hinarganne ta'uu isaa dubbii qaba."
Bara 2013 irraa kaasee biyyoota armaan gadii keessaa kanneen mana dhabuu nama tokkoo ol’aanaa qaban kamfa’i?,"['US', 'Chiilii', 'Ayerlaandi', 'Ispeen']",A,global_facts,A) US
"Walumaagalatti, saffisa guddina galii giddu galeessaa biyyoota guddina xiqqaa qaban keessatti bara 1960 fi 1995 gidduutti mul’ate","['tilmaamaan zeeroo ture', 'kan biyyoota galii olaanaa qaban caaleera', 'yeroo warraaqsa industirii kan Biriteen caale', 'waggaatti tilmaamaan %3.0 ture']",C,global_facts,"A) tilmaamaan zeeroo ture - Walumaagalatti, saffisa guddina galii giddu galeessaa biyyoota guddina xiqqaa qaban keessatti bara 1960 fi 1995 gidduutti mul’ate tilmaamaan zeeroo ture. Kanaaf, biyyoota kana keessatti guddina galii giddu galeessaa xumura.

B) kan biyyoota galii olaanaa qaban caaleera - Biyyoota kana keessatti, galii olaanaa qaban caaleera. Kanaaf, biyyoota kana keessatti guddina galii giddu galeessaa xumura.

C) yeroo warraaqsa industirii kan Biriteen caale - Yeroo kana keessatti, warraaqsa industirii kan Biriteen caale. Kanaaf, biyyoota kana keessatti guddina galii giddu galeessaa xumura.

D) waggaatti tilmaamaan %3.0 ture - Walumaagalatti, saffisa guddina galii giddu galeessaa biyyoota guddina xiqqaa qaban keessatti bara 1960 fi 1995 gidduutti mul’ate waggaatti tilmaamaan %3.0 ture. Kanaaf, biyyoota kana keessatti guddina galii giddu galeessaa xumura."
Bara 2015 irraa eegalee bal’inni lafa addunyaa gara dhibbeentaa meeqatu bosona qaba?,"['15%', '30%', '45%', '60%']",B,global_facts,B) 30%
Saffisni guddina ummataa guddaan raawwatameera,"['Afrikaatti, naannoo hiyyeessa addunyaa guddinni dinagdee waliigalaa gadi aanaa ta’e.', 'Eeshiyaa keessatti, naannoo hiyyeessaa addunyaa ta’ee fi guddina dinagdee waliigalaa tasgabbaa’aa qabu dha.', 'Eeshiyaa keessatti, naannoo hiyyeessa addunyaa guddinni dinagdee waliigalaa gadi aanaa ta’e.', 'Afrikaatti, naannoo hiyyeessa addunyaa ta’ee fi guddina dinagdee waliigalaa tasgabbaa’aa ta’e.']",C,global_facts,A) Afrikaatti
Du’a HIV/AIDS addunyaa irratti gareewwan umurii kana keessaa isa kamiif ol’aanaa dha?,"['5 gadii', '14-tilmaamaan ', '15-49', '50 olii']",C,global_facts,C) 15-49
Bara 2015tti qonni GDP waliigalaa Ameerikaa keessaa gara dhibbeentaa meeqaa ture?,"['1%', '3%', '9%', '20%']",A,global_facts,B) 3%
Bara 2017 irraa eegalee lammiileen Hindii dhibbeentaa meeqatu magaalaa keessa jiraatu?,"['19%', '34%', '49%', '64%']",B,global_facts,B) 34%
"Himoota armaan gadii haa ilaallu: (1) Biyyoonni akkuma dureeyyii taʼanitti, baayʼinni ummataa giddu galeessaan itti quufinsa jireenyaa olʼaanaa akka taʼe gabaasuu barbaada. (2) Taateewwan jireenyaa barbaachisoo ta’an kan akka gaa’ela ykn wal hiikuu gammachuu keenya irratti dhiibbaa ni geessisu, garuu dhiibbaa yeroo dheeraa kan nama ajaa’ibu xiqqaadha. Himoota kana keessaa kamtu Dhugaa/Soba, bara 2020 irraa eegalee?","['Dhugaa, Dhugaa', 'Dhugaa, Soba', 'Soba, Dhugaa', 'Soba, Soba']",A,global_facts,D) Soba
"Yeroo olka’iinsa isaa irratti, garaagarummaan tilmaamaan raggaasifamuu manneen barnootaa Kibbaa fi U.S. irraa hafe irraa maal ture?","['80%', '40%', '-40%', '-80%']",B,global_facts,"Dhaamsa keessan kan hin beekamne ta'e, mana barnootaa Kibbaa fi U.S. irraa hafe irraa garaagarummaan tilmaamaan raggaasifamuu yeroo olka’iinsa isaa irratti maal ture jedhamuun gaafii dabalataa hin kennamu. Kanaaf, A) 80% B) 40% C) -40% D) -80% jechootni kana keessaa tokko kan hin qabne ta'e."
Bara 2013 irraa eegalee qoodni namoota Ameerikaa keessatti dhaabbileen siyaasaa malaammaltummaan kan guutamanidha jedhanii yaadan,"['36%', '56%', '76%', '96%']",C,global_facts,Kanarratti dabalataa hin jiru. Gabaasa kana irratti dabalataa argachuun barbaachisaadha.
Biyyoota armaan gadii keessaa bara 2015tti GDP ishee keessaa firaakshinii guddaa anniisaa haaromfamuu danda’u irratti baasii goote kami?,"['Chaayinaa', 'Jaappaan', 'Chiilii', 'Indiyaa']",C,global_facts,A) Chaayinaa
"Bara 2020 irraa eegalee, addunyaa kanarraa dureeyyii dhibbeentaa tokko ta’an keessaa tokko ta’uuf waggaatti hammam argachuu qabda?","['$150,000', '$75,000', '$35,000', '$15,000']",C,global_facts,Your question seems to be incomplete. Could you please provide the full details?
Bara 1943tti lammiileen Ameerikaa meeqatu Holokastii iti amane?,"['30%', '50%', '70%', '90%']",B,global_facts,B) 50%
Biyyoota armaan gadii keessaa bara 2017tti CO2 baay’ee kan gadi lakkise kami?,"['Kanaadaa', 'Raashiyaa', 'Iraan', 'Jaappaan']",D,global_facts,A) Kanaadaa
